Order ID,Order Date,customer_id,SKU,Quantity,Amount,Discount %,Status
50774,04/01/2024,1011,LAP-102,4,"$3,182.54",0%,Refunded
50775,"Oct 21, 2025",1069,KEY-122,8,"$1,315.07",0%,Completed
50776,11/12/2024,1066,MON-112,8,$944.23,10%,Completed
50777,"Nov 06, 2025",1003,MON-113,5,"$3,576.36",5%,Completed
50778,14/02/2024,1016,DOC-143,3,"$1,733.37",15%,Completed
50779,"Sep 11, 2024",1070,KEY-123,8,"$1,512.59",5%,Completed
50780,26/12/2025,1062,KEY-121,7,"$3,659.25",0%,Completed
50781,01/01/2025,1047,MON-112,8,"$1,153.79",0%,Completed
50782,"Mar 18, 2025",1033,MON-112,4,$567.07,15%,Completed
50783,15/07/2025,1053,LAP-100,5,"$2,039.09",0%,Completed
50784,22/08/2024,1014,DOC-143,5,"$2,706.55",15%,Completed
50785,14/04/2024,1115,MON-111,8,"$4,068.50",5%,Completed
50786,06/03/2025,1037,MON-110,6,"$5,060.18",5%,Completed
50787,30/12/2025,1008,MON-110,3,"$1,996.78",15%,Completed
50788,26/06/2024,1055,KEY-122,1,$169.67,0%,Completed
50789,24/04/2024,1066,KEY-123,2,$401.56,5%,Refunded
50790,05/02/2025,1101,KEY-120,1,$104.40,0%,Completed
50791,2024-12-06,1080,LAP-103,6,$806.15,15%,Completed
50792,"Oct 27, 2024",1110,LAP-100,4,"$1,655.13",0%,Completed
50793,04/05/2024,1067,DOC-142,6,"$4,080.88",15%,Completed
50794,05/05/2024,1040,LAP-102,8,"$6,567.49",5%,Completed
50795,28/04/2024,1031,LAP-100,4,"$1,803.94",15%,Completed
50796,"Aug 24, 2025",1005,MON-113,6,"$3,916.73",10%,Completed
50797,25/04/2025,1060,KEY-121,5,"$3,382.15",0%,Completed
50798,2024-08-21,1100,HEA-130,8,"$5,021.53",10%,Completed
50799,2024-06-12,1034,DOC-141,7,"$9,874.54",15%,Completed
50800,"Apr 17, 2025",1001,LAP-102,5,"$5,055.09",0%,Completed
50801,12/01/2025,1065,LAP-102,3,"$2,253.57",5%,Completed
50802,"Jun 22, 2024",1064,KEY-123,6,$920.55,0%,Completed
50803,13/08/2024,1109,DOC-141,4,"$5,775.91",0%,Completed
50804,"Oct 17, 2024",1092,DOC-141,5,"$6,971.63",0%,Completed
50805,2024-05-20,1044,KEY-123,6,"$1,001.35",0%,Completed
50806,"Feb 15, 2025",1026,KEY-123,4,$590.92,15%,Completed
50807,"Sep 21, 2024",1059,KEY-123,7,"$1,128.71",0%,Completed
50808,30/01/2024,1088,KEY-123,1,$169.74,5%,Completed
50809,2024-07-21,1083,HEA-133,8,"$2,822.46",0%,Completed
50810,2025-12-19,1085,KEY-120,3,$337.38,10%,Completed
50811,2025-05-09,1018,KEY-121,3,"$2,002.37",0%,Completed
50812,18/11/2025,1073,MON-112,4,$528.95,0%,Completed
50813,2025-04-04,1106,KEY-123,8,"$1,439.64",0%,Completed
50814,"Sep 18, 2025",1120,LAP-103,2,$319.65,15%,Refunded
50815,"Mar 12, 2024",1003,MON-110,5,"$3,352.25",0%,Completed
50816,"Mar 30, 2024",1059,MON-113,8,"$6,345.89",10%,Completed
50817,17/11/2024,1078,MON-111,4,"$2,409.51",0%,Completed
50818,"Mar 14, 2024",1016,KEY-123,2,$297.68,0%,Completed
50819,2024-11-03,1112,KEY-121,5,"$3,530.75",0%,Refunded
50820,2025-07-20,1094,HEA-132,5,"$1,254.70",0%,Completed
50821,2025-09-19,1049,LAP-102,8,"$7,439.12",15%,Completed
50822,2024-07-20,1036,HEA-130,8,"$5,573.06",0%,Completed
50823,16/05/2024,1006,DOC-140,4,"$3,703.62",0%,Completed
50824,"Apr 17, 2025",1063,HEA-132,6,"$1,322.56",0%,Completed
50825,02/08/2024,1094,KEY-123,7,"$1,098.65",15%,Refunded
50826,11/03/2025,1065,MON-111,3,"$1,817.76",0%,Completed
50827,2024-12-27,1034,MON-112,4,$552.06,0%,Completed
50828,"Oct 15, 2024",1108,LAP-103,8,"$1,177.22",0%,Completed
50829,2024-09-17,1071,LAP-100,5,"$2,622.15",10%,Completed
50830,2024-10-26,1101,MON-110,3,"$2,383.26",15%,Completed
50831,20/11/2025,1025,HEA-132,7,"$1,647.35",0%,Completed
50832,21/11/2024,1050,MON-111,3,"$1,446.95",0%,Completed
50833,"Jun 14, 2024",1025,MON-111,4,"$2,109.25",5%,Completed
50834,2024-01-18,1057,HEA-133,2,$807.40,0%,Completed
50835,04/07/2025,1081,DOC-142,2,"$1,574.25",15%,Completed
50836,2025-10-25,1062,DOC-142,3,"$2,290.12",0%,Refunded
50837,"Jun 06, 2024",1103,MON-111,5,"$2,439.31",0%,Completed
50838,2024-07-21,1033,DOC-142,1,$737.00,0%,Completed
50839,05/07/2024,1118,KEY-120,8,$794.86,5%,Completed
50840,2024-04-26,1015,MON-113,7,"$5,426.20",0%,Completed
50841,2024-01-24,1045,HEA-132,8,"$2,048.12",0%,Completed
50842,29/10/2025,1029,HEA-130,7,"$4,864.64",0%,Completed
50843,"Nov 24, 2025",1107,DOC-143,8,"$4,477.88",5%,Completed
50844,"Aug 04, 2024",1028,HEA-131,7,"$8,309.46",5%,Refunded
50845,22/03/2024,1002,MON-113,2,"$1,517.30",0%,Completed
50846,2024-07-16,1112,HEA-133,3,"$1,033.51",0%,Completed
50847,2025-10-20,1085,MON-112,3,$390.05,0%,Completed
50848,16/06/2025,1009,HEA-132,6,"$1,360.94",0%,Completed
50849,14/02/2024,1102,LAP-102,5,"$4,934.35",10%,Completed
50850,2024-04-03,1120,MON-111,2,"$1,145.40",0%,Completed
50851,"Sep 22, 2025",1095,KEY-123,3,$512.45,5%,Completed
50852,03/11/2024,1050,LAP-103,8,"$1,222.33",0%,Completed
50853,"Jul 23, 2024",1092,MON-113,7,"$4,704.92",5%,Completed
50854,"Apr 22, 2024",1058,DOC-141,5,"$6,597.18",0%,Completed
50855,"Mar 27, 2025",1036,MON-112,3,$389.60,0%,Completed
50856,11/03/2025,1115,DOC-140,3,"$2,302.72",0%,Completed
50857,24/03/2024,1085,LAP-100,7,"$2,824.62",0%,Completed
50858,2024-04-14,1052,HEA-132,2,$501.53,0%,Completed
50859,07/01/2025,1012,LAP-100,7,"$2,928.05",0%,Completed
50860,2025-10-15,1071,DOC-140,4,"$2,992.41",0%,Completed
50861,23/10/2024,1057,LAP-102,3,"$2,988.02",0%,Completed
50862,2025-07-30,1070,KEY-122,1,$162.24,15%,Completed
50863,2024-04-24,1074,DOC-143,1,$495.58,15%,Completed
50864,23/10/2024,1003,KEY-120,8,$776.44,0%,Completed
50865,"Jul 17, 2025",1066,KEY-122,5,$694.26,0%,Completed
50866,2024-12-14,1041,DOC-140,8,"$6,326.51",10%,Completed
50867,"Jan 17, 2025",1036,KEY-121,5,"$2,836.31",10%,Refunded
50868,"Apr 21, 2025",1103,MON-113,7,"$4,597.24",0%,Completed
50869,25/07/2025,1111,DOC-141,3,"$3,225.89",15%,Completed
50870,"Feb 12, 2025",1084,KEY-120,4,$428.09,0%,Completed
50871,"May 02, 2025",1088,LAP-103,3,$482.14,5%,Completed
50872,2025-02-04,1048,MON-112,7,"$1,001.99",15%,Completed
50873,"Nov 05, 2025",1051,KEY-121,7,"$4,436.37",0%,Completed
50874,2025-07-23,1031,MON-110,6,"$4,456.02",15%,Completed
50875,03/01/2025,1115,DOC-141,3,"$4,334.12",5%,Completed
50876,"Jul 07, 2024",1023,KEY-121,6,"$4,143.42",0%,Completed
50877,2025-05-04,1068,DOC-142,4,"$3,042.56",0%,Completed
50878,02/12/2024,1039,DOC-141,4,"$5,934.44",0%,Completed
50879,21/03/2025,1002,HEA-130,1,$550.91,5%,Completed
50880,2024-04-06,1052,HEA-130,1,$700.88,0%,Completed
50881,"Apr 18, 2025",1086,DOC-142,2,"$1,721.43",10%,Completed
50882,06/08/2024,1074,HEA-132,5,"$1,270.66",0%,Completed
50883,"Oct 05, 2025",1063,LAP-103,1,$164.24,10%,Completed
50884,06/07/2025,1052,HEA-130,3,"$1,800.33",0%,Completed
50885,2025-09-05,1104,DOC-142,6,"$4,720.14",0%,Completed
50886,2025-05-27,1005,KEY-122,1,$143.67,0%,Completed
50887,16/03/2025,1058,KEY-120,5,$592.07,5%,Completed
50888,2024-04-22,1104,DOC-142,6,"$5,130.35",0%,Completed
50889,"May 18, 2024",1043,MON-110,4,"$2,713.75",0%,Refunded
50890,2024-02-17,1105,HEA-132,8,"$1,834.81",0%,Completed
50891,08/04/2025,1096,LAP-102,2,"$1,518.02",5%,Completed
50892,2024-08-25,1076,LAP-102,7,"$7,032.17",5%,Completed
50893,"Mar 01, 2025",1113,KEY-121,8,"$4,781.98",10%,Completed
50894,2024-07-26,1004,LAP-101,7,"$1,616.73",0%,Completed
50895,15/12/2025,1108,HEA-131,8,"$8,992.18",0%,Completed
50896,"Jan 13, 2024",1034,DOC-142,6,"$5,564.76",5%,Completed
50897,2025-07-09,1063,LAP-102,8,"$7,262.36",0%,Completed
50898,"Mar 18, 2025",1004,LAP-103,8,"$1,350.51",0%,Completed
50899,16/02/2024,1086,HEA-133,5,"$1,801.20",10%,Completed
50900,10/09/2024,1049,LAP-100,8,"$3,632.64",0%,Completed
